channel,message_id,date,sender_id,text,has_media,media_file,clean_text
@nevacomputer,8779,2025-06-21 06:32:27,-1001195361398,"💻 Dell Precision Workstation

A powerful performance laptop, ideal for professionals, engineers, and creators.

⸻

🔷 Processor (CPU)
Intel Core i7 – 9th Generation
⚙️ 8 Cores | 16 Threads | 🔥 Turbo Boost up to 4.7GHz
✅ Fast multitasking, great for heavy tasks like CAD, video editing & coding.

⸻

💾 Memory (RAM)
🧠 32GB DDR4 RAM
⚡ Seamless performance even with multiple programs running
🎯 Ideal for multitasking, virtual machines, or creative software.

⸻

💽 Storage
💠 1TB NVMe SSD
🚀 Ultra-fast boot-up and file access
📂 Massive space for all your files, software, and projects.

⸻

🖥️ Display (if you want to add)
📺 15.6” Full HD /
👁️‍🗨️ Crisp visuals with rich color — perfect for designers & video editors.

⸻

🧰 Build & Design
🪵 Premium aluminum/magnesium body
🧊 Sturdy and sleek workstation build
🎯 Precision-tuned for performance and durability.

⸻

🔌 Ports & Connectivity
🧩 USB-C | HDMI | Thunderbolt | SD Card Reader | Wi-Fi | Ethernet
🔋 Long-lasting battery | 🔐 Fingerprint sensor (optional)

⸻

✅ Perfect For:
 • Graphic Designers 🎨
 • Engineers & Architects 📐
 • Programmers 👨‍💻
 • Business Professionals 🧳
 • Anyone who needs power + speed 

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",True,data/nevacomputer/media/8779.jpg,ለአጭር መልእክት ይደዉሉ
@nevacomputer,8778,2025-06-21 06:32:27,-1001195361398,,True,data/nevacomputer/media/8778.jpg,
@nevacomputer,8777,2025-06-21 06:32:27,-1001195361398,,True,data/nevacomputer/media/8777.jpg,
@nevacomputer,8776,2025-06-21 06:32:27,-1001195361398,,True,data/nevacomputer/media/8776.jpg,
@nevacomputer,8775,2025-06-11 13:56:52,-1001195361398,,True,data/nevacomputer/media/8775.jpg,
@nevacomputer,8774,2025-06-11 13:56:52,-1001195361398,"LENOVO X1 YOGA
Processor: 11th‑Gen Intel Core i7‑1165G7 or i7‑1185G7 (4 cores/8 threads, 2.8–4.7 GHz Turbo, 12 MB cache)  
 • Memory: 16 GB LPDDR4x, soldered (non-upgradeable)  
 • Storage: 512 GB NVMe PCIe SSD  
 • Display: 14″ FHD+ (1920×1200) IPS, 400 nits, 10‑point multi-touch  
 • Graphics: Intel Iris Xe integrated  
 • Convertible Design: 360° hinge — use as laptop, tablet, tent, or stand  
 • Pen Included: Slim integrated stylus in chassis — ideal for note-taking or drawing  
 • Ports: 2× Thunderbolt 4 (USB4), 2× USB-A 3.2 (one Always-On), HDMI 2.0, audio jack, Kensington Nano security slot  
 • Security: TPM 2.0, fingerprint reader (integrated power button), optional IR camera + privacy shutter  
 • Build: Carbon-fiber reinforced chassis, MIL‑STD‑810H durability, ~14.99 mm thick, dimensions ~314 × 223 mm
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",True,data/nevacomputer/media/8774.jpg,ለአጭር መልእክት ይደዉሉ
@nevacomputer,8773,2025-06-11 13:56:52,-1001195361398,,True,data/nevacomputer/media/8773.jpg,
@nevacomputer,8772,2025-06-09 21:37:09,-1001195361398,"🔥 Acer Nitro 5 – Power Meets Performance

💻 Display
🖥️ 15.6” Full HD (1920×1080)
IPS Panel | 🎯 144Hz (smooth gameplay & crisp visuals)

⚙️ Processor
🧠 Intel Core i5 🔟th Generation
⚡ Strong performance for gaming, multitasking, and creative work

🎮 Graphics Card
🎨 NVIDIA GeForce RTX 3050 Ti
🕹️ 4GB GDDR6 – Play modern games like GTA V, FIFA, COD, Valorant, and more
✨ Real-time Ray Tracing & DLSS for stunning graphics

🧠 Memory (RAM)
💾 16GB DDR4 (Upgradeable to 32GB)
🚀 No lag while switching apps or working on heavy tasks

💽 Storage
🚀 512GB SSD – super-fast boot-up & game load time
➕ Option to add extra HDD or SSD

🧊 Cooling System
❄️ Dual-fan with Acer CoolBoost Technology
🌪️ Keeps your laptop cool during long gaming sessions

⌨️ Keyboard & Build
🔴 Red-backlit Keyboard – stylish & easy to game in low light
🟥 Bold, aggressive gaming design

🔌 Ports & Connectivity
📶 Wi-Fi 6 + Bluetooth 5.0
🔌 USB-C, HDMI, RJ-45 LAN, USB 3.2 ports

🔋 Battery Life
🔋 Up to 5 hours depending on use
⚡ Fast-charging with a 135W–180W power adapter

🔊 Audio
🔉 DTS:X Ultra | 3D Spatial Audio
🎧 Immersive sound for gaming and entertainment

⚖️ Weight
🧳 Around 2.3kg – tough yet portable for gamers

💡 Why Choose This Laptop?
The Acer Nitro 5 is not just a laptop – it’s a powerful, future-ready machine built for gamers, creators, students, and professionals alike. With its RTX 3050 Ti graphics, lightning-fast SSD, and a premium display, it delivers a performance that punches way above its price. Whether you’re editing videos, playing AAA games, or working on demanding software — this laptop can handle it all.
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",True,data/nevacomputer/media/8772.jpg,ለአጭር መልእክት ይደዉሉ
@nevacomputer,8771,2025-06-09 21:37:09,-1001195361398,,True,data/nevacomputer/media/8771.jpg,
@nevacomputer,8770,2025-06-04 08:36:54,-1001195361398,"💼 Lenovo ThinkPad X1 Extreme Gen 2 – Power Meets Portability

🔧 Key Specifications:
 • 🧠 Processor: Intel® Core™ i7-9750H (6 cores, 12 threads, up to 4.5 GHz)
 • 🎮 Graphics: NVIDIA® GeForce® GTX 1650 Max-Q with 4GB GDDR5
 • 💾 Memory: 32GB DDR4 RAM (expandable up to 64GB)
 • 💽 Storage: 1TB PCIe NVMe SSD (supports dual M.2 drives)
 • 🖥️ Display: 15.6” Full HD (1920 x 1080) IPS, anti-glare, 300 nits
 • 🔋 Battery: 4-cell, 80Wh Li-ion, up to 6 hours of usage
 • ⚖️ Weight: Approximately 1.7 kg (3.75 lbs)    

🌟 Features:
 • 🔄 2-in-1 Convertible Design: Flexible 360-degree hinge for laptop, tablet, tent, or stand modes
 • 🌐 Connectivity: Wi-Fi 6 (802.11ax), Bluetooth® 5.0
 • 🔌 Ports: 2 x USB-A 3.1 Gen 1, 2 x Thunderbolt™ 3 (USB-C), HDMI 2.0, SD card reader
 • 🔐 Security: Fingerprint reader, IR camera with ThinkShutter privacy cover
 • 🎧 Audio: Dolby Atmos® speaker system for immersive sound   

🧠 Ideal Use Cases:
 • 👨‍💼 Professionals: Robust performance for multitasking and demanding applications
 • 🎨 Creatives: Powerful GPU and high-quality display for design and editing tasks
 • 🎮 Gamers: Capable of handling modern games at medium to high settings
 • 🎓 Students: Lightweight and durable for on-the-go learning and projects
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",True,data/nevacomputer/media/8770.jpg,ለአጭር መልእክት ይደዉሉ
