channel,message_id,date,sender_id,text,has_media,media_file,clean_text
@Leyueqa,7613,2025-06-21 08:12:16,-1001333826717,,True,data/leyueqa/media/7613.jpg,
@Leyueqa,7612,2025-06-21 08:12:16,-1001333826717,,True,data/leyueqa/media/7612.jpg,
@Leyueqa,7611,2025-06-21 08:12:16,-1001333826717,"😊😊SONIFER 5 IN1  HAND BLENDER 
🤍የተለያዩ ነገሮችን መፍጨት እና መደባለቅ የሚችል
🤍አንድ የእንቁላል መምቻ ያለው
🤍አንድ የሊጥ ማብኪያ ያለው  
🤍አንድ 600ml የሚይዝ ጆግ ያለው 
🤍የተለያዩ የህፃናት ምግቦችን ለመፍጨት የሚሆን
🤍የራሱ የሆነ ማስቀመጫ ያለው 
🤍ለማፅዳት እና ለአጠቃቀም ቀላል

 በ 🤍4700 ብር ከነፃ ዲሊቨሪ ጋር💵

በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
T.me/Leyueqa ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
       
   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   ✅አድራሻ
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 114B",True,data/leyueqa/media/7611.jpg,የተለያዩ ነገሮችን መፍጨት እና መደባለቅ የሚችል አንድ የእንቁላል መምቻ ያለው አንድ የሊጥ ማብኪያ ያለው አንድ የሚይዝ ጆግ ያለው የተለያዩ የህፃናት ምግቦችን ለመፍጨት የሚሆን የራሱ የሆነ ማስቀመጫ ያለው ለማፅዳት እና ለአጠቃቀም ቀላል በ ብር ከነፃ ዲሊቨሪ ጋር በተጨማሪ በላይ የሆኑ በአንድዲሊቨሪ ግዜ ሲያዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ አድራሻ ቁጥር ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ አህመድ ህንፃ ላይ ኛፎቅ
@Leyueqa,7605,2025-06-21 06:32:55,-1001333826717,"☀️መብራት ሲጠፋብዎ አዲስ የእጅ ባትሪ በቻርጀር የሚሰራ
ለመያዝ ቀላል እና ቀልጠፍ ያለች
             
           💵ዋጋ 1200ብር💵

 📊ያሉበት ድረስ በነፃ እናደርሳለን 
           ውስን ፍሬ ነው ያለው ⚠️

          0933334444 @LeMaze_z📞    0946242424 @Le_Mazez
          0944109295 @Lemaze_z",False,,መብራት ሲጠፋብዎ አዲስ የእጅ ባትሪ በቻርጀር የሚሰራ ለመያዝ ቀላል እና ቀልጠፍ ያለች ዋጋ ብር ያሉበት ድረስ በነፃ እናደርሳለን ውስን ፍሬ ነው ያለው
@Leyueqa,7604,2025-06-20 10:47:45,-1001333826717,"🎁🎁🎁Portable Electric Lunch Box

⏩የኤሌክትሪክ ማሞቂያ ያለው የምሳ እቃ ♨️
⏩ከዚህ በኋላ የያዝኩት ምግብ ይቀዘቅዝብኛል ብለው አይስጉ

⭐️በቢሮዎ ውስጥ
⭐️ለልጆች ትምህርት ቤት
⭐️በማንኛዉም ሰአት በማንኛዉም ጊዜ ንፁ እና ትኩስ ምግብ ይመገቡ
✨ለ ህፃናትም ሆነ ለአዋቂዎች ምቹ ተደርጎ የተዘጋጀ

🧼ለማጽዳት ቀላል

🔥Cooking_Lunch_Box
⚡️#Material: Stainless Steel+ Plastic
⚡️#Power: 40W
⚡️#Voltage: 220V
⚡️#Capicity: 1.05L (Rice Box 0.6L, Dish Box 0.45L)

#Package_Includes
1× Lunch Box
1× Home Adapter
1× Car Adapter

🔴Available_Color: Blue, Green, 
                                 Orange, Red

💵ዋጋ፦  1,550 ብር ቦርሳ የለዉም😀 💵


#ክፍያዎን_ ዕቃዉ _እጅዎ ሲደርስ_ከፈለጉ_በካሽ_አልያም_በሞባይል_ባንኪንግ_መፈፀም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሚተመኑ #ሁለት_ዕቃዎችን_ ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           
          
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",False,,የኤሌክትሪክ ማሞቂያ ያለው የምሳ እቃ ከዚህ በኋላ የያዝኩት ምግብ ይቀዘቅዝብኛል ብለው አይስጉ በቢሮዎ ውስጥ ለልጆች ትምህርት ቤት በማንኛዉም ሰአት በማንኛዉም ጊዜ ንፁ እና ትኩስ ምግብ ይመገቡ ለ ህፃናትም ሆነ ለአዋቂዎች ምቹ ተደርጎ የተዘጋጀ ለማጽዳት ቀላል ዋጋ፦ ብር ቦርሳ የለዉም ዕቃዉ እጅዎ ሲደርስከፈለጉበካሽአልያምበሞባይልባንኪንግመፈፀምይችላሉ በተጨማሪ በላይ የሚተመኑ ሲገዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ
@Leyueqa,7603,2025-06-20 08:11:08,-1001333826717,"🔥🔥Saachi አንጀት አርስ ስቶቭ ባለ  2 ተች ስቶቭ 
🔄An environmentally friendly and safe plate based on a light wave
💯Light wave technology
💯Safe and high Quality, ⛔️does not emit smoke and flame
Suitable for this product: cooking,
🙂can be roasted and steamed
This appliance can perform a variety of functions, including a multi-function plate Has a heating function

🟢ግዜዎን እና ጉልበትዎን የሚቆጥብ ፈጣን ስቶቭ

 🟢ባለ 2 price 9500  Delivery Free #ክፍያዎን_ ዕቃዉ _እጅዎ ሲደርስ_በሞባይል_ባንኪንግ_መፈፀም_ይችላሉበተጨማሪ #ሁለት ዕቃዎችን ከ_1000_ብር በላይ የሚተመኑ  2 ዕቃዎችን_አንዴ  ሲገዙ ስጦታ እንልክለዎታለን 
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",True,data/leyueqa/media/7603.jpg,አንጀት አርስ ስቶቭ ባለ ተች ስቶቭ ግዜዎን እና ጉልበትዎን የሚቆጥብ ፈጣን ስቶቭ ባለ ዕቃዉ እጅዎ ሲደርስበሞባይልባንኪንግመፈፀምይችላሉበተጨማሪ ዕቃዎችን ከብር በላይ የሚተመኑ ዕቃዎችንአንዴ ሲገዙ ስጦታ እንልክለዎታለን
@Leyueqa,7602,2025-06-20 06:11:37,-1001333826717,"👉👉👉Super Stretch Silicon Lids ( 6 pack )

🔰የዕቃ መሸፈኛ ሲሊከን ፕላስቲኮች በተደጋጋሚ የምንጠቀምባቸዉ በተለያዩ ሳይዞች የቀረቡ የሚለጠጥ የማይቀደድ 

Kitchen + Home Silicone Stretch Lids  
Set of 6 Silicone Food Saver Covers 

🔰 Superior Quality  
🔰 Lids that fit 
🔰 Reusable 
🔰 Temperature Resistant  
🔰 Food Safe

        ዋጋ👉 450ብር
  
        በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",False,,የዕቃ መሸፈኛ ሲሊከን ፕላስቲኮች በተደጋጋሚ የምንጠቀምባቸዉ በተለያዩ ሳይዞች የቀረቡ የሚለጠጥ የማይቀደድ ዋጋ ብር በተጨማሪ በላይ የሆኑ በአንድዲሊቨሪ ግዜ ሲያዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ
@Leyueqa,7601,2025-06-19 12:41:01,-1001333826717,"🔝🔝🔝Saachi 3 in 1 ORIGINAL የጁስ+የቡና+የቅመም
➕1.6 litre high capacity plastic jar
➕2 speed control with pulse
➕Full safety switch
⚡️Powerful motor
⭐️Ultra sharp blade
✅Rotary switch for easy operate
🔻Plastic lined grinding mill

💵ዋጋ 2900  ከነፃ ዲሊቨሪ ጋር 💵

🔖አድራሻ 
🥇ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 114B

ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
0933334444 @LeMazez_z
0946242424 @Le_Mazez
0944109295 @Lemaze_z",True,data/leyueqa/media/7601.jpg,የጁስየቡናየቅመም ዋጋ ከነፃ ዲሊቨሪ ጋር አድራሻ ቁጥር ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ አህመድ ህንፃ ላይ ኛፎቅ ባሉበት ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ
@Leyueqa,7599,2025-06-19 08:12:15,-1001333826717,,True,data/leyueqa/media/7599.jpg,
@Leyueqa,7598,2025-06-19 08:12:15,-1001333826717,,True,data/leyueqa/media/7598.jpg,
@Leyueqa,7597,2025-06-19 08:12:15,-1001333826717,,True,data/leyueqa/media/7597.jpg,
@Leyueqa,7596,2025-06-19 08:12:15,-1001333826717,,True,data/leyueqa/media/7596.jpg,
@Leyueqa,7595,2025-06-19 08:12:15,-1001333826717,"🔝🔝🔝🔝Bamboo Trey
  3pc ✅
Price✅ 3300 ከነፃ ዲሊቨሪ ጋር
            0933334444 @LeMazez_z 
            0946242424 @Le_Mazez
            0944109295 @Lemaze_z
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ",True,data/leyueqa/media/7595.jpg,ከነፃ ዲሊቨሪ ጋር በተጨማሪ በላይ የሆኑ ሲገዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ
@Leyueqa,7594,2025-06-19 05:45:13,-1001333826717,"🛡🛡🛡ዉሃ ስርገትን ወደ ፍራሽ ዉስጥ እንዳይገባ እና አላስፈላጊ ሽታን እንዲሁም ድካምን የሚከላከል አንሶላ Mattress PROTECTOR POLYESTER MICROFIBER 

✔️ለ 1.50
✔️ለ 1.80

ከነፃ ዲሊቨሪ ጋር 3500 ብር 💵💵

  📌📌📌አድራሻ
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 114B

ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
0933334444 @LeMazez_z
0946242424 @Le_Mazez
0944109295 @Lemaze_z",False,,ዉሀ ስርገትን ወደ ፍራሽ ዉስጥ እንዳይገባ እና አላስፈላጊ ሽታን እንዲሁም ድካምን የሚከላከል አንሶላ ለ ለ ከነፃ ዲሊቨሪ ጋር ብር አድራሻ ቁጥር ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ አህመድ ህንፃ ላይ ኛፎቅ ባሉበት ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ
@Leyueqa,7593,2025-06-18 11:03:35,-1001333826717,"💙💙💙💙💙💙💙 
Kitchen Oil proof Stickers
ለኪችንዎ ግርማሞገስ የሚያላብስ ኪችንዎን ፅድት የሚያደርግ 
⭐️ለመሳቢያ ፣ ለካቢኔ ፣ ለኩሽና ፣ ለስላሳ የእንጨት ገጽና ግድግዳ ላይ የሚለጠፍ  በራሱ የሚጣበቅ  ውሃ የማያሳልፍ (Waterproof) የሆነ

⭐️ስፋት 60cm×5meter ሜትር 
ዋጋ 1200  ብር  ሲያዙ ነፃ ዲሊቨሪ

⭐️ሙቀትንእና እርጥበትን የሚቋቋም ለማፅዳት ቀላል

   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   🔺አድራሻ
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 114B",False,,ለኪችንዎ ግርማሞገስ የሚያላብስ ኪችንዎን ፅድት የሚያደርግ ለመሳቢያ ፣ ለካቢኔ ፣ ለኩሽና ፣ ለስላሳ የእንጨት ገጽና ግድግዳ ላይ የሚለጠፍ በራሱ የሚጣበቅ ውሀ የማያሳልፍ የሆነ ስፋት ሜትር ዋጋ ብር ሲያዙ ነፃ ዲሊቨሪ ሙቀትንእና እርጥበትን የሚቋቋም ለማፅዳት ቀላል አድራሻ ቁጥር ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ አህመድ ህንፃ ላይ ኛፎቅ
@Leyueqa,7592,2025-06-18 08:38:20,-1001333826717,"✨✨SOKANY 4 IN 1 HAND BLENDER

⚡️300Watt ጉልበት ያለው

🙂የህፃናት  ምግብ ለማዘጋጀት የሚፈለግ

💥 ጁስ፣ሽንኩርት፣ ስጋ እና አትክልቶችን ይፈጩበታል

💥 እንቁላልና ክሬም ይመቱበታል

         ዋጋ፦ 💵 4200 ብር💵

#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ #ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 🙂ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 

            0933334444 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",True,data/leyueqa/media/7592.jpg,ጉልበት ያለው የህፃናት ምግብ ለማዘጋጀት የሚፈለግ ጁስ፣ሽንኩርት፣ ስጋ እና አትክልቶችን ይፈጩበታል እንቁላልና ክሬም ይመቱበታል ዋጋ፦ ብር በተጨማሪ በላይ የሆኑ ሲገዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ
@Leyueqa,7591,2025-06-18 06:01:15,-1001333826717,"🔠🔠🔠🔠🔠💡🔠🔠🔠🔠70ሴ.ሜ ድረስ የጎን ሳይዝ ያላቸዉ ለማንኛዉም ፍሪጅ+ለኦቭን+ለዲፕ ፍሪዝ ማስቀመጥ ወይም በቀላሉ ማንቀሳቀስ የሚያስችል
🅰 Adjustable Base For Washing amachine & Refrigerator

👌የፍሪጅ፣ ማስቀመጫ ማንቀሳቀሻ  የራስዎን  እና የዕቃዎን ደህንነት ይጠብቁ!  
ℹ ለቤትዎ ቢሉ ለስራ ቦታ የሚሆን 
⚡ እያንዳንዳቸዉ ከ49_70 ሳ.ሜ ድረስ መለጠጥ የሚችል 
🌾height 10cm
👉 load 200kg
          ዋጋ ✔️2200 ብር ከነፃ ዲሊቨሪ ጋር

❗️የሞተር አናስከፍልም❗️

#ክፍያዎን_ ዕቃዉ _እጅዎ ሲደርስ_ከፈለጉ_በካሽ_አልያም_በሞባይል_ባንኪንግ_መፈፀም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሚተመኑ #ሁለት_ዕቃዎችን_ ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           👉 ያሉበት ድረስ በነፃ እናደርሳለን 🚗
          
           0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",False,,ሴሜ ድረስ የጎን ሳይዝ ያላቸዉ ለማንኛዉም ፍሪጅለኦቭንለዲፕ ፍሪዝ ማስቀመጥ ወይም በቀላሉ ማንቀሳቀስ የሚያስችል የፍሪጅ፣ ማስቀመጫ ማንቀሳቀሻ የራስዎን እና የዕቃዎን ደህንነት ይጠብቁ ለቤትዎ ቢሉ ለስራ ቦታ የሚሆን እያንዳንዳቸዉ ከ ሳሜ ድረስ መለጠጥ የሚችል ዋጋ ብር ከነፃ ዲሊቨሪ ጋር የሞተር አናስከፍልም ዕቃዉ እጅዎ ሲደርስከፈለጉበካሽአልያምበሞባይልባንኪንግመፈፀምይችላሉ በተጨማሪ በላይ የሚተመኑ ሲገዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ ያሉበት ድረስ በነፃ እናደርሳለን
@Leyueqa,7590,2025-06-17 14:27:10,-1001333826717,,True,data/leyueqa/media/7590.jpg,
@Leyueqa,7589,2025-06-17 14:27:10,-1001333826717,,True,data/leyueqa/media/7589.jpg,
@Leyueqa,7588,2025-06-17 14:27:10,-1001333826717,"💥💥storage bowl 4pcs 

ዋጋ 2100  ከነፃ ዲሊቨሪ ጋር

በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
T.me/Leyueqa ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
       
   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   ✅አድራሻ
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 114B",True,data/leyueqa/media/7588.jpg,ዋጋ ከነፃ ዲሊቨሪ ጋር በተጨማሪ በላይ የሆኑ በአንድዲሊቨሪ ግዜ ሲያዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ አድራሻ ቁጥር ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ አህመድ ህንፃ ላይ ኛፎቅ
@Leyueqa,7587,2025-06-17 10:48:34,-1001333826717,"🆕🔄የቡና ስኒዎች ከማስቀመጫ ጋር 

💵  ዋጋ 6ፍሬ 2000 ከነፃ ዲሊቨሪ ጋር
 💵 12 ፍሬ  3600 ከነፃ ዲሊቨሪ ጋር


በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",True,data/leyueqa/media/7587.jpg,የቡና ስኒዎች ከማስቀመጫ ጋር ዋጋ ፍሬ ከነፃ ዲሊቨሪ ጋር ፍሬ ከነፃ ዲሊቨሪ ጋር በተጨማሪ በላይ የሆኑ በአንድዲሊቨሪ ግዜ ሲያዙ ስጦታ እንልክለዎታለን ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ
