channel,message_id,date,sender_id,text,has_media,media_file,clean_text
@Fashiontera,4130,2025-05-07 20:16:41,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
NB
🔸🔸🔸🔸🔸🔸
Size    41
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4130.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4129,2025-05-03 18:56:43,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
NB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    42,43
Price   2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4129.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4128,2025-05-03 18:56:43,-1001175527648,,True,data/fashiontera/media/4128.jpg,
@Fashiontera,4126,2025-04-29 14:16:29,-1001175527648,,True,data/fashiontera/media/4126.jpg,
@Fashiontera,4125,2025-04-29 14:16:29,-1001175527648,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size   42,44
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4125.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4124,2025-04-25 18:14:03,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️

🔥Convers Boots 🔥
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   4200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4124.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4123,2025-04-24 18:11:40,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Nike SB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",True,data/fashiontera/media/4123.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4122,2025-04-24 18:11:39,-1001175527648,,True,data/fashiontera/media/4122.jpg,
@Fashiontera,4119,2025-04-24 18:07:35,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Adidas Campus 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",True,data/fashiontera/media/4119.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4118,2025-04-24 18:07:35,-1001175527648,,True,data/fashiontera/media/4118.jpg,
@Fashiontera,4117,2025-04-24 18:07:34,-1001175527648,,True,data/fashiontera/media/4117.jpg,
@Fashiontera,4116,2025-04-24 18:07:34,-1001175527648,,True,data/fashiontera/media/4116.jpg,
@Fashiontera,4115,2025-04-22 16:34:37,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Airforce 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",True,data/fashiontera/media/4115.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4114,2025-04-22 16:34:37,-1001175527648,,True,data/fashiontera/media/4114.jpg,
@Fashiontera,4112,2025-04-19 13:34:13,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Nike 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",True,data/fashiontera/media/4112.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ
@Fashiontera,4111,2025-04-19 13:34:13,-1001175527648,,True,data/fashiontera/media/4111.jpg,
@Fashiontera,4110,2025-04-19 13:34:12,-1001175527648,,True,data/fashiontera/media/4110.jpg,
@Fashiontera,4109,2025-04-17 15:34:39,-1001175527648,,True,data/fashiontera/media/4109.jpg,
@Fashiontera,4108,2025-04-17 15:34:39,-1001175527648,,True,data/fashiontera/media/4108.jpg,
@Fashiontera,4107,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4107.jpg,
@Fashiontera,4106,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4106.jpg,
@Fashiontera,4105,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4105.jpg,
@Fashiontera,4104,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4104.jpg,
@Fashiontera,4103,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4103.jpg,
@Fashiontera,4102,2025-04-17 15:34:38,-1001175527648,,True,data/fashiontera/media/4102.jpg,
@Fashiontera,4101,2025-04-15 12:32:12,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Jordan low
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4101.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4100,2025-04-15 12:32:12,-1001175527648,,True,data/fashiontera/media/4100.jpg,
@Fashiontera,4099,2025-04-14 17:10:53,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Air-force 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    # 43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4099.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4098,2025-04-08 19:25:04,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
በድጋሚ ገብቷል

🔥Convers 🔥
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3950
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4098.jpg,በድጋሚ ገብቷል ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4095,2025-03-31 13:27:30,-1001175527648,,False,,
@Fashiontera,4093,2025-03-29 15:25:03,-1001175527648,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size   42,44
Price  35000
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4093.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4092,2025-03-29 15:25:03,-1001175527648,,True,data/fashiontera/media/4092.jpg,
@Fashiontera,4091,2025-03-22 16:10:22,-1001175527648,,True,data/fashiontera/media/4091.jpg,
@Fashiontera,4090,2025-03-22 15:14:29,-1001175527648,,True,data/fashiontera/media/4090.jpg,
@Fashiontera,4089,2025-03-16 17:46:27,-1001175527648,"〰️〰️〰️〰️〰️ 
CK MEN WATCH 
🔸🔸🔸🔸🔸🔸
Price  2500 ( no gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4089.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4088,2025-03-16 17:46:27,-1001175527648,,True,data/fashiontera/media/4088.jpg,
@Fashiontera,4087,2025-03-16 17:46:27,-1001175527648,,True,data/fashiontera/media/4087.jpg,
@Fashiontera,4086,2025-03-14 08:30:20,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size    41.42.43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4086.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4085,2025-03-14 08:30:20,-1001175527648,,True,data/fashiontera/media/4085.jpg,
@Fashiontera,4084,2025-03-14 08:30:19,-1001175527648,,True,data/fashiontera/media/4084.jpg,
@Fashiontera,4083,2025-03-13 11:50:47,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size    40,41,42
Price   4500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4083.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4082,2025-03-06 19:01:11,-1001175527648,"〰️〰️〰️〰️〰️ 
MAXEL MEN WATCH 
🔸🔸🔸🔸🔸🔸
Price  2500 ( no gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4082.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4078,2025-02-27 14:27:10,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Under Armur
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4078.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4077,2025-02-27 14:27:10,-1001175527648,,True,data/fashiontera/media/4077.jpg,
@Fashiontera,4076,2025-02-25 19:32:49,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Nike Zoom
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4076.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4075,2025-02-25 19:32:49,-1001175527648,,True,data/fashiontera/media/4075.jpg,
@Fashiontera,4071,2025-02-12 14:12:23,-1001175527648,,True,data/fashiontera/media/4071.jpg,
@Fashiontera,4070,2025-02-12 14:12:23,-1001175527648,,True,data/fashiontera/media/4070.jpg,
@Fashiontera,4069,2025-02-12 14:12:23,-1001175527648,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 41,42,43
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4069.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4068,2025-02-12 13:42:40,-1001175527648,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥
              EXCEL
🔸🔸🔸🔸🔸🔸
Price  3000 ( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4068.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4067,2025-02-12 13:42:40,-1001175527648,,True,data/fashiontera/media/4067.jpg,
@Fashiontera,4065,2025-02-08 19:37:55,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Convers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41,42
Price   3950
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4065.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4064,2025-01-22 19:24:08,-1001175527648,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥
              ROLEX 
🔸🔸🔸🔸🔸🔸
Price  2200( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4064.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4063,2025-01-22 19:24:08,-1001175527648,,True,data/fashiontera/media/4063.jpg,
@Fashiontera,4062,2025-01-21 08:01:10,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4062.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4061,2025-01-21 08:01:10,-1001175527648,,True,data/fashiontera/media/4061.jpg,
@Fashiontera,4059,2025-01-13 19:35:35,-1001175527648,,True,data/fashiontera/media/4059.jpg,
@Fashiontera,4057,2025-01-11 15:20:03,-1001175527648,"〰️〰️〰️〰️〰️〰️〰️
Under Armur
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",True,data/fashiontera/media/4057.jpg,ስልክ ፋሽን ተራ አድራሻ አዲስ አበባ ጦር ሀይሎች ድሪም ታወር ተኛ ፎቅ ቢሮ ቁጥር
@Fashiontera,4056,2025-01-11 15:20:03,-1001175527648,,True,data/fashiontera/media/4056.jpg,
@Fashiontera,4054,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4054.jpg,
@Fashiontera,4053,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4053.jpg,
@Fashiontera,4052,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4052.jpg,
@Fashiontera,4051,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4051.jpg,
@Fashiontera,4050,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4050.jpg,
@Fashiontera,4049,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4049.jpg,
@Fashiontera,4048,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4048.jpg,
@Fashiontera,4047,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4047.jpg,
@Fashiontera,4046,2025-01-04 16:56:49,-1001175527648,,True,data/fashiontera/media/4046.jpg,
