channel,message_id,date,sender_id,text,has_media,media_file,clean_text
@Shewabrand,3712,2025-06-21 05:05:45,-1001237900032,"ORIGINAL COTTON TUTA💯 original 
Size L#XL#2XL#3XL#4XL
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3712.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3711,2025-06-20 07:57:43,-1001237900032,"ZARA CLUB COTTON TISHERTS 💯 original 
Size M#L#XL#XXX
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3711.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3710,2025-06-20 06:15:40,-1001237900032,"jordan 1 original 💯 
Size 40#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3710.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3709,2025-06-19 08:46:11,-1001237900032,"SKECHERS FLEX COMFORT  original 💯 
Size 36#37#38#39#40
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3709.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3708,2025-06-18 09:01:45,-1001237900032,"adidas FEAR OF GOD original 💯 
Size 36#38#39
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3708.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3706,2025-06-17 04:39:57,-1001237900032,,True,data/shewabrand/media/3706.jpg,
@Shewabrand,3705,2025-06-17 04:39:57,-1001237900032,,True,data/shewabrand/media/3705.jpg,
@Shewabrand,3704,2025-06-17 04:39:57,-1001237900032,"NEW COTTON TISHERTS 💯 original 
Size M#L#XL#XXX
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3704.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3703,2025-06-16 09:25:32,-1001237900032,"stock jeans ORIGINAL 💯 
Size 30#31#32#33#34
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3703.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3702,2025-06-16 08:53:26,-1001237900032,"stock jeans ORIGINAL 💯 
Size 30#31#32#33#34#36
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3702.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3701,2025-06-15 06:59:40,-1001237900032,"SKECHERS QUANTUM FLEX original 💯 
Size #3940#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3701.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3699,2025-06-14 10:19:45,-1001237900032,"New balance 530 original 💯 
Size 40#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3699.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3698,2025-06-13 08:40:53,-1001237900032,"NEW FASHION SHOES original 💯 
Size 40#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3698.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
@Shewabrand,3697,2025-06-13 08:26:43,-1001237900032,"Under armour hover original 💯 
Size 40#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",True,data/shewabrand/media/3697.jpg,አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ ኛ ፎቅ ላይ እንገኛለን የቴሌግራም ቻናላችንን ይቀላቀሉ የቤት ቁጥር እና በ አዋሩን ይደውሉልን
